id,eng_title,rom_title,status,start_date,scored_10_count,scored_20_count,scored_30_count,scored_40_count,scored_50_count,scored_60_count,scored_70_count,scored_80_count,scored_90_count,scored_100_count,status_CURRENT_count,status_PLANNING_count,status_COMPLETED_count,status_DROPPED_count,status_PAUSED_count,favorites,source,Romance,country,School,Shoujo,Bullying,Female Protagonist,Archery,Heterosexual,end_date,Total_Main_Roles,Total_Supporting_Roles,Female_Supporting_Roles,Action,Horror,Supernatural,Vampire,Werewolf,Male Protagonist,Primarily Male Cast,Guns,Shounen,Foreign,Historical,War,relation_ADAPTATION,relationmedia_ANIME,relation_SEQUEL,relationmedia_MANGA,Fantasy,Slice of Life,Monster Girl,Centaur,Primarily Female Cast,Politics,Seinen,Satire,Kemonomimi,Terrorism,Nekomimi,Youkai,LGBTQ+ Themes,Yuri,Mythology,Aliens,Gore,Slavery,Nudity,Shrine Maiden,Urban Fantasy,Cute Girls Doing Cute Things,Female_Main_Roles,Comedy,Drama,Gyaru,Reincarnation,Magic,Dragons,Time Skip,Full Color,Sci-Fi,Crossdressing,Super Power,Gender Bending,Post-Apocalyptic,Time Manipulation,Robots,relation_SIDE_STORY,relation_PREQUEL,Afterlife,Swordplay,Ghost,relation_ALTERNATIVE,Total_Background_Roles,Boys' Love,Primarily Teen Cast,Tsundere,Love Triangle,Adventure,Mystery,Alchemy,relation_PARENT,Adoption,Hikikomori,relation_OTHER,Music,Josei,Primarily Adult Cast,Work,Musical,Cult,Detective,Food,Outdoor,Age Gap,Educational,relation_CHARACTER,Anthology,Iyashikei,Kuudere,Marriage,Primarily Child Cast,Suicide,Teacher,4-koma,Achronological Order,Chibi,Delinquents,Virtual World,Video Games,Age Regression,Necromancy,Disability,Elf,Episodic,relation_SPIN_OFF,Coming of Age,Demons,Yandere,Religion,Monster Boy,Tragedy,Twins,Shapeshifting,Maids,Arranged Marriage,Estranged Family,Found Family,Travel,Male Harem,Isekai,Otaku Culture,Gods,Female Harem,Ecchi,Martial Arts,Crossover,Alternate Universe,Artificial Intelligence,Tanned Skin,Skeleton,Autobiographical,Language Barrier,Slapstick,Surreal Comedy,Psychological,Writing,Samurai,Anthropomorphism,Kaiju,Office Lady,Family Life,Anti-Hero,Witch,School Club,Ensemble Cast,Revenge,Mecha,Ninja,Henshin,Mermaid,Animals,Survival,Idol,Military,Tanks,Bisexual,Acting,Zombie,Urban,Mafia,Sports,Baseball,Amnesia,Fairy Tale,Body Horror,Meta,Medicine,Dancing,Assassins,Memory Manipulation,Motorcycles,Cosplay,Parody,Bar,Angels,Thriller,Photography,Tomboy,Crime,Prison,Oiran,Orphan,Aviation,Rural,Royal Affairs,Villainess,College,Conspiracy,Desert,Mahou Shoujo,Criminal Organization,Philosophy,Dissociative Identities,E-Sports,Polyamorous,Wuxia,Cannibalism,Butler,Fugitive,POV,Ojou-sama,No Dialogue,Fairy,Cosmic Horror,Drugs,Drawing,Clone,Goblin,Femboy,Super Robot,Space Opera,Tokusatsu,Lost Civilization,Transgender,Coastal,Wrestling,Dungeon,Football,Fashion,Espionage,Swimming,Succubus,Classic Literature,Anachronism,Body Swapping,Economics,Surfing,Death Game,Yakuza,Snowscape,Cultivation,Gangs,Superhero,Torture,Space,Astronomy,Environmental,Card Battle,Police,Makeup,Battle Royale,Gambling,Agriculture,Calligraphy,Asexual,Unrequited Love,Dystopian,Cars,Fishing,Band,Cute Boys Doing Cute Things,Office,Software Development,Real Robot,Athletics,Boarding School,Rehabilitation,Cyborg,Ships,Agender,Pirates,Boxing,Denpa,Tennis,Shogi,Volleyball,Konbini,Scuba Diving,Judo,Pandemic,Biographical,Chuunibyou,Basketball,Teens' Love,Steampunk,Vikings,Proxy Battle,Trains,Class Struggle,Cyberpunk,Mixed Gender Harem,Mountaineering,Mopeds,Noir,Mahjong,Homeless,VTuber,Kids,Cycling,Board Game,Primarily Animal Cast,Ice Skating,Golf,Fitness,Spearplay,Triads,Ero Guro,Nun,Augmented Reality,Veterinarian,Time Loop,Badminton,Dullahan,Non-fiction,Matriarchy,Fencing,Dinosaurs,Circus,Airsoft,Acrobatics,Poker,Filmmaking,Table Tennis,Kingdom Management,Inn,Chimera,Advertisement,Horticulture,Natural Disaster,Puppetry,Rakugo,Sumo,Go,American Football,Skateboarding,Cheerleading,Ancient China,Achromatic,CGI,Parkour,Firefighters,Karuta,Rugby,start_date_days,end_date_days
56704,Descending Stories: Showa Genroku Rakugo Shinju,Shouwa Genroku Rakugo Shinjuu,FINISHED,2010-03-25,,,2.0,1.0,9,21,63,121,160,106,266,2913,627,41,114,130,ORIGINAL,,JP,,,,,,20.0,2016-06-07,3.0,8.0,3.0,,,,,,60.0,,,,,60.0,20.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,20.0,,,,,,1.0,,46.0,,,,,,,30.0,60.0,,,,,20.0,,,,79.0,60.0,60.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,21998,24264.0
81857,K-ON! HIGH SCHOOL,K-On! highschool,FINISHED,2011-04-28,8.0,10.0,19.0,50.0,117,235,487,477,230,128,140,1308,2437,32,44,60,ORIGINAL,,JP,79.0,,,20.0,,,2012-06-28,6.0,5.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,,,79.0,,75.0,,,,,,,,,,,,,,,100.0,4.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22397,22824.0
43897,Giant Killing,GIANT KILLING,RELEASING,2007-01-11,6.0,1.0,2.0,8.0,27,41,156,218,242,74,1444,1980,38,164,336,108,ORIGINAL,,JP,,,,,,,,4.0,21.0,,,,,,,80.0,,,,,,,1.0,1.0,,,,,,,,,83.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20829,
85325,Omaera Zenin Mendokusai!,Omaera Zenin Mendokusai!,FINISHED,2014-01-29,14.0,14.0,20.0,48.0,110,193,296,192,85,35,1119,1421,976,259,188,42,ORIGINAL,1.0,JP,79.0,,,,,,2020-03-18,4.0,4.0,,,,,,,60.0,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23404,25644.0
77617,,Kyou no Yuiko-San,FINISHED,2011-09-24,3.0,6.0,19.0,50.0,102,225,430,281,107,37,664,1470,1512,185,136,24,,1.0,JP,79.0,,,,,,2015-04-25,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22546,23855.0
116722,The Demon Sword Master of Excalibur Academy,Seiken Gakuin no Maken Tsukai,RELEASING,2019-11-26,17.0,19.0,25.0,33.0,78,114,121,66,35,27,2425,1028,20,332,163,86,LIGHT_NOVEL,1.0,JP,,,,,,,,2.0,5.0,4.0,1.0,,,,,,,,70.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,75.0,,,,1.0,1.0,1.0,,66.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25531,
105688,I Cannot Reach You,Kimi ni wa Todokanai.,RELEASING,2018-11-23,2.0,1.0,7.0,5.0,25,41,124,138,151,64,1321,2157,145,102,244,127,ORIGINAL,,JP,70.0,60.0,,,,,,2.0,,,,,,,,20.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,88.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25163,
114015,,Osananajimi ga Zettai ni Makenai Love Come,RELEASING,2019-11-27,21.0,21.0,37.0,61.0,84,134,164,89,45,34,1891,1337,42,487,214,40,LIGHT_NOVEL,1.0,JP,,,,,,,,3.0,6.0,3.0,,,,,,,,,46.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,33.0,,,,,,,,,,,1.0,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25532,
30773,Saikano,Saishuu Heiki Kanojo,FINISHED,2000-05-30,11.0,10.0,20.0,25.0,54,97,152,161,126,103,231,2574,961,122,85,89,ORIGINAL,1.0,JP,,,,60.0,,79.0,2001-12-25,3.0,3.0,,,,,,,,,,,,,65.0,1.0,1.0,,1.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,60.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18412,18986.0
30889,Alien Nine,Alien 9,FINISHED,1998-06-09,7.0,8.0,21.0,40.0,101,164,316,277,179,55,194,2033,1642,55,51,177,ORIGINAL,,JP,79.0,,,40.0,,,1999-08-24,5.0,3.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,77.0,,60.0,,,,,,,30.0,,95.0,60.0,,,,20.0,,4.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,20.0,,,,,,,20.0,,,,,,85.0,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17691,18132.0
31215,Domu: A Child's Dream,Doumu,FINISHED,1980-01-19,4.0,11.0,17.0,26.0,103,187,330,290,168,42,109,2201,1616,26,24,66,ORIGINAL,,JP,,,,,,,1981-07-06,2.0,,,,1.0,1.0,,,,,20.0,,,,,,,,,,,,,,,79.0,,,,,,,,,,70.0,,,,20.0,,,,,,,,,,,,,60.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10975,11509.0
158221,Doctor Player,Doctor Player,RELEASING,2022-12-02,11.0,5.0,13.0,10.0,55,85,200,197,157,65,2947,534,30,183,282,95,OTHER,,KR,,,,10.0,,,,,,,,,,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26633,
167372,"Necromancer, the Ultimate Scourge!",Siling Fashi! Wo Ji Shi Tianzai,RELEASING,2023-06-24,6.0,8.0,12.0,19.0,27,77,128,124,149,109,2907,769,31,146,124,188,OTHER,,CN,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,20.0,,,,1.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26837,
127169,Is It My Fault That I Got Bullied?,"Ijimeru Aitsu Ga Warui no ka, Ijimerareta Boku ga Warui no ka?",FINISHED,2020-06-05,14.0,28.0,21.0,42.0,89,194,400,353,231,100,897,963,1956,95,73,98,ORIGINAL,,JP,76.0,,92.0,,,,2022-06-17,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,55.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,60.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25723,26465.0
130613,The Legendary Mechanic,Chao Shen Jixieshi,RELEASING,2021-02-12,8.0,11.0,18.0,33.0,85,117,190,139,109,45,2559,709,36,428,252,85,OTHER,,CN,,,,,,,,,,,1.0,,,,,50.0,,20.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25975,
86436,Love Stories,Koimonogatari,RELEASING,2013-05-22,5.0,1.0,6.0,11.0,22,52,95,173,212,113,1204,2064,183,160,375,155,ORIGINAL,,JP,80.0,,64.0,,,,,2.0,6.0,,,,,,,95.0,,,,,,,,,,,,1.0,,,,,,,,,,,97.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,82.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23152,
127750,,Ruri Dragon,FINISHED,2020-12-28,3.0,1.0,6.0,17.0,90,192,602,527,305,91,107,608,3261,5,5,51,ORIGINAL,,JP,60.0,,,60.0,,,2020-12-28,1.0,,,,,,,,,,,66.0,,,,,,,1.0,1.0,1.0,60.0,,,,,,,,,,,,,,,,,,60.0,,1.0,1.0,,,,,80.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25929,25929.0
113060,The Golden-Haired Summoner,Geumbarui Jeongnyeongsa,FINISHED,2019-09-11,15.0,5.0,11.0,19.0,39,97,203,246,218,110,1840,893,656,297,303,172,OTHER,1.0,KR,20.0,,,80.0,,20.0,2022-09-10,1.0,,,,,,,,,,,,,20.0,,,,,,1.0,,,,,,,,,,,,,,,,,20.0,,,,,1.0,,,,79.0,88.0,40.0,40.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,66.0,,,,,,,,,,,,,,,,,,,,,,79.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25455,26550.0
115240,Child of the Sheath,Kaljibui Ai,RELEASING,2020-01-31,4.0,3.0,9.0,8.0,30,53,127,191,161,93,1864,1527,51,225,322,122,ORIGINAL,,KR,,,,20.0,,20.0,,2.0,1.0,,1.0,,,,,70.0,,,,,20.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25597,
37775,A Certain Magical Index,Toaru Majutsu no Index,RELEASING,2007-04-12,7.0,2.0,10.0,22.0,47,95,187,203,144,85,1579,1672,61,259,421,80,LIGHT_NOVEL,1.0,JP,,,,,,,,3.0,22.0,13.0,1.0,,,,,,,,20.0,,,,2.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,79.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,
107729,Chiyo Kuno the Psychic,Yochinouryoku Manga: Kuno Chiyo,FINISHED,2018-08-14,3.0,4.0,16.0,14.0,96,196,432,410,193,49,1146,970,1670,101,106,45,ORIGINAL,1.0,JP,65.0,,,100.0,,79.0,2021-06-22,2.0,1.0,,,,1.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,100.0,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25062,26105.0
56324,Mr Mini Mart,Konbini-kun.,FINISHED,2010-02-22,8.0,7.0,40.0,32.0,100,217,455,462,339,200,69,719,3160,21,26,91,ORIGINAL,1.0,JP,40.0,,83.0,,,,2011-11-25,2.0,,,,,,,,92.0,80.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,80.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,50.0,1.0,,,,62.0,,,,20.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21967,22608.0
80587,Anonymous Noise,Fukumenkei Noise,FINISHED,2013-04-20,9.0,5.0,10.0,25.0,49,91,200,154,107,76,734,1998,684,275,308,84,ORIGINAL,1.0,JP,,79.0,,40.0,,20.0,2019-01-19,2.0,9.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,,,,,,,,1.0,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23120,25220.0
67013,,Koisome Momiji,FINISHED,2012-05-07,8.0,10.0,30.0,60.0,113,244,487,439,223,110,284,1293,2283,70,70,42,ORIGINAL,1.0,JP,50.0,,,,,60.0,2012-11-19,4.0,2.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22772,22968.0
